Clone	Target	Chromosome	Position	Bad_P	Log2Rat	RawRat	Log2StdDev	NReplic	FISH_2	FISH	WI_cR	WI_cM	WI-RH	G3	GB4	cM_MGD	CM	MARKER_NAMES	MAP_SOURCE	MAPPING_NAME	DNASOURCE_DESCRIPTION	CLONENOTES	KB_POSITION	WELL_ID	USER_CLONE_ID
RP11-165E15	HumArray1H3_V27	6	676	0	0.014466	1.010077	0.005989	2		6q21							116.2	AFM162XC3	fishClones.txt	RP11-165E15	MSD13		123459	HumArray1H3_V27	RP11-165E15
RP11-78P9	HumArray1H3_E21	6	677	0	-0.119447	0.920540	0.029571	2	q21.1	6q21					465.25		117.3	AFMA309XH1;D6S1594	fishClones.txt	RP11-78P9	MSD6		123732	HumArray1H3_E21	RP11-78P9
RP11-51N24	HumArray1H3_K3	6	678	0	-0.020863	0.985643	0.019495	3	6q16.2	6q21-6q22.1				5065	482.78		120.4	AFM102XF12;D6S266	MANUAL_NCBI	AFM102XF12	MSD8		123869	HumArray1H3_K3	RP11-51N24
RP11-75C8	HumArray1H3_V29	6	679	0	-0.030492	0.979086	0.013184	3		6q21-6q22.1							118.7	AFM224YB4	fishClones.txt	RP11-75C8	MSD13		127759	HumArray1H3_V29	RP11-75C8
RP11-28L24	HumArray1H3_V28	6	680	0	0.004514	1.003134	0.013523	3	6q22.1	6q22.1				5000			118.1	AFM211ZE5;D6S416	fishClones.txt	RP11-28L24	MSD13		128201	HumArray1H3_V28	RP11-28L24
RP11-59F18	HumArray1H3_K1	6	681	0	-0.053449	0.963630	1000000.000000	1	22.1	6q21-6q22					478.7		119.6	AFM260YC1;D6S432	fishClones.txt	RP11-59F18	MSD8		128696	HumArray1H3_K1	RP11-59F18
RP11-24F12	HumArray1H3_V30	6	682	0	-0.004323	0.997008	0.058719	3		6q22.1							120.4	AFM301ZB1	fishClones.txt	RP11-24F12	MSD13		131248	HumArray1H3_V30	RP11-24F12
RP11-28K19	HumArray1H3_E22	6	683	0	-0.065008	0.955940	0.027124	3	6.2	6q22.2-6q22.3				5328	490.96		122	AFM198ZE1;D6S287	fishClones.txt	RP11-28K19	MSD6		135952	HumArray1H3_E22	RP11-28K19
RP11-59D10	HumArray1H3_V31	6	684	0	0.004533	1.003147	0.009968	3	28	6q22.1							122.4	AFMB019WD9	fishClones.txt	RP11-59D10	MSD13		137312	HumArray1H3_V31	RP11-59D10
RP11-231F3	HumArray1H3_V32	6	685	0	0.010197	1.007093	0.014016	2	2-6q22.3	6q22					505.27		124.2	AFM199ZH10;D6S408	fishClones.txt	RP11-231F3	MSD13		141694	HumArray1H3_V32	RP11-231F3
RP11-12C21	HumArray1H3_K2	6	686	0	-0.050494	0.965606	0.002088	2	.27	6q22.3							124.9	AFMA060ZF9	fishClones.txt	RP11-12C21	MSD8		142120	HumArray1H3_K2	RP11-12C21
RP11-107M3	HumArray1H3_V33	6	687	0	-0.074447	0.949706	0.023929	3	2.3	6q22.3				5558	514.9		126.5	AFM198WG11;D6S407	fishClones.txt	RP11-107M3	MSD13		145639	HumArray1H3_V33	RP11-107M3
RP11-139O22	HumArray1H3_V34	6	688	0	-0.065946	0.955319	0.022096	3	2	6q23.1-6q23.2				5649	522.37		129.8	AFM059YD6;D6S262	fishClones.txt	RP11-139O22	MSD13		148714	HumArray1H3_V34	RP11-139O22
RP11-177M14	HumArray1H3_E23	6	689	0	-0.071348	0.951748	0.011915	3	q23.1-6q23.2	6q23.2				5766			135.5	AFMA052VF1;D6S975	fishClones.txt	RP11-177M14	MSD6		151397	HumArray1H3_E23	RP11-177M14
CTC-268N4	HumArray1S1_C7	6	690	0	0.057924	1.040967	0.022219	3	5	6q22-q23  								D6S1431	stsMap.txt	WI-8983	MSD24		153368	HumArray1S1_C7	CTC-268N4
RP11-32P13	HumArray1H3_K4	6	691	0	-0.011883	0.991797	0.001017	2	q23.1-6q23.2	6q23				5856	544.33		138.2	AFM203ZA9;D6S292	fishClones.txt	RP11-32P13	MSD8		154166	HumArray1H3_K4	RP11-32P13
CTD-2015J17	HumArray1H5_F35	6	692	0	-0.084865	0.942873	0.004277	2		6q23-6q24					551.94			stSG6833;IFNGR1	fishClones.txt	CTD-2015J17	MSD32		155267	HumArray1H5_F35	CTD-2015J17
RP11-15H7	HumArray1H3_E24	6	693	0	-0.114766	0.923532	0.025109	2	q24	6q24.1				5929			144.4	AFM254XH1;D6S314	fishClones.txt	RP11-15H7	MSD6		157782	HumArray1H3_E24	RP11-15H7
GS-59B4	HumArray1S1_D10	6	694	0	0.051647	1.036447	0.043745	3	5929	6q25.								STSG62239;D6S1846	stsMap.txt	RH103609	MSD25		171756	HumArray1S1_D10	GS-59B4
RP11-20H19	HumArray1H3_E25	6	695	0	-0.053290	0.963736	0.037912	3	1-6q23.2	6q25.2				6464	604.37		156.4	AFMA133XA5;D6S473	fishClones.txt	RP11-20H19	MSD6		175263	HumArray1H3_E25	RP11-20H19
CTD-2043F20	HumArray1H5_F36	6	696	0	-0.018930	0.986965	0.018790	3	4.37	6q25.3					620.83			M13150;MAS1	stsMap.txt	RH17660	MSD32		180660	HumArray1H5_F36	CTD-2043F20
RP11-43B19	HumArray1H3_V35	6	697	0	0.421695	1.339500	0.011292	3	5.2	6q26					622.93		166.6	AFMA244XC9;D6S1579	fishClones.txt	RP11-43B19	MSD13		181532	HumArray1H3_V35	RP11-43B19
CTD-2051E21	HumArray1H5_G9	6	698	0	-0.021921	0.984920	0.027931	3		6q27					651.09			WI-18913;TBP	stsMap.txt	RH60686	MSD32		191757	HumArray1H5_G9	CTD-2051E21
RP1-57H24	HumArray1S1_B14	6	699	0	-0.017506	0.987939	0.020937	3		6 q tel								6 q tel	TELOMERE		MSD35		200000	HumArray1S1_B14	RP1-57H24
RP1-164D18	HumArray1S1_B15	7	700	0	0.043305	1.030472	0.014648	3	tel	7 p tel								7 p tel	TELOMERE		MSD35		0	HumArray1S1_B15	RP1-164D18
RP11-23D23	HumArray1H5_A28	7	701	0	0.048404	1.034120	0.008068	3	.93	7p22				63				SHGC-32510;H28120	fishClones.txt	RP11-23D23	MSD31		816	HumArray1H5_A28	RP11-23D23
CTC-329F6	HumArray1BF_D10	7	702	0	0.060691	1.042965	0.019165	3		7p22.2c- p22.3a									fishClones.txt	CTC-329F6	MSD24		2255	HumArray1BF_D10	CTC-329F6
RP11-96L18	HumArray1H5_A29	7	703	0	-0.059504	0.959594	0.023105	3		7p22				111				SHGC-1178;L16301.1	fishClones.txt	RP11-96L18	MSD31		2782	HumArray1H5_A29	RP11-96L18
GS1-191O15	HumArray1H4_E14	7	704	0	-0.003535	0.997553	0.007884	3	11	7q22.2b-p22.2c									fishClones.txt	GS1-191O15	MSD17		2907	HumArray1H4_E14	GS1-191O15
RP11-234N20	HumArray1H5_A30	7	705	0	-0.004012	0.997223	0.007955	3	26	7p22.2				130			4.8	AFMC027XB5;D7S2521	fishClones.txt	RP11-234N20	MSD31		3020	HumArray1H5_A30	RP11-234N20
RP11-191P7	HumArray1H5_A27	7	706	0	0.010611	1.007382	0.019864	3	30						26.82		4.8	AFM254YC9;D7S531	stsMap.txt	AFM254YC9	MSD31		3149	HumArray1H5_A27	RP11-191P7
CTB-146A2	HumArray1BF_D12	7	707	0	0.103404	1.074305	0.010345	3	2	7p22.1c								D7S2445	fishClones.txt	CTB-146A2	MSD25		5004	HumArray1BF_D12	CTB-146A2
GS1-42C19	HumArray1BF_D1	7	708	0	-0.051580	0.964879	0.021010	3		7p22.1b									stsMap.txt	SWSS3152	MSD23		6732	HumArray1BF_D1	GS1-42C19
RP11-2K20	HumArray1H5_A32	7	709	0	0.024237	1.016942	0.021811	2	2	7p22				246	43.63		10.6	AFM049XE3;D7S481	fishClones.txt	RP11-2K20	MSD31		7006	HumArray1H5_A32	RP11-2K20
RP11-161C7	HumArray1H5_A33	7	710	1				0	2	7p22.3				261				SHGC-11811;M88458.1	fishClones.txt	RP11-161C7	MSD31		7223	HumArray1H5_A33	RP11-161C7
RP11-183O1	HumArray1H5_A31	7	711	0	0.003837	1.002663	0.007039	2	2.3	7p12				187				SHGC-17979;G09380	fishClones.txt	RP11-183O1	MSD31		7282	HumArray1H5_A31	RP11-183O1
GS1-54J22	HumArray1H4_D30	7	712	0	0.111301	1.080202	0.017317	3	380	7p21.3e									fishClones.txt	GS1-54J22	MSD17		8032	HumArray1H4_D30	GS1-54J22
GS1-183H7	HumArray1H4_D36	7	713	0	0.143417	1.104518	0.025470	3	187	7p21.3c-p21.3d									fishClones.txt	GS1-183H7	MSD17		9667	HumArray1H4_D36	GS1-183H7
GS1-124N22	HumArray1BF_A3	7	714	0	0.035168	1.024676	0.043291	2	7	7p21.3b-p21.3c									fishClones.txt	GS1-124N22	MSD23		10821	HumArray1BF_A3	GS1-124N22
RP11-128J9	HumArray1H5_A34	7	715	0	-0.024199	0.983366	0.013870	3	.2	7p21.3				390	61.35		17.1	AFM198YG5;D7S2464	fishClones.txt	RP11-128J9	MSD31		10894	HumArray1H5_A34	RP11-128J9
GS1-165K6	HumArray1BF_D5	7	716	0	0.127102	1.092098	0.011079	2	7.1	7p21.1c								G12641	fishClones.txt	GS1-165K6	MSD24		18139	HumArray1BF_D5	GS1-165K6
RP11-123E5	HumArray1H5_A36	7	717	0	-0.016287	0.988774	0.037424	3	5					653			28	AFMB355WG1;D7S2508	stsMap.txt	AFMB355WG1	MSD31		18589	HumArray1H5_A36	RP11-123E5
RP11-173P9	HumArray1H5_E23	7	718	0	0.091283	1.065317	0.025631	3	p21.3	7p21					83.56		29.1	AFM200WE7;D7S507	fishClones.txt	RP11-173P9	MSD32		18604	HumArray1H5_E23	RP11-173P9
RP11-70K3	HumArray1H5_E31	7	719	0	0.086933	1.062110	0.012004	3	3	7p21.1				674	86.47		29.6	AFM113XC11;D7S488	fishClones.txt	RP11-70K3	MSD32		19381	HumArray1H5_E31	RP11-70K3
RP11-51L23	HumArray1H5_E29	7	720	0	0.094077	1.067382	0.011620	3	1.1	7p21.1				682			29.6	AFM217YB6;D7S638	fishClones.txt	RP11-51L23	MSD32		19738	HumArray1H5_E29	RP11-51L23
CTB-168O22	HumArray1BF_D9	7	721	0	0.092770	1.066416	0.002674	3		7p21.1b-p21.1c									fishClones.txt	CTB-168O22	MSD24		19820	HumArray1BF_D9	CTB-168O22
RP11-71F18	HumArray1H5_E30	7	722	0	0.060313	1.042692	0.005470	3	1	7p21.1					91.15		29.6	AFM199XC3;D7S503	fishClones.txt	RP11-71F18	MSD32		20447	HumArray1H5_E30	RP11-71F18
RP11-49N21	HumArray1H5_E28	7	723	0	0.046494	1.032752	0.066271	3		7p21.1				709	91.05		29.6	AFM102XG7;D7S654	fishClones.txt	RP11-49N21	MSD32		20990	HumArray1H5_E28	RP11-49N21
CTB-1D14	HumArray1BF_C9	7	724	0	0.015634	1.010896	0.037898	2	7S654	7p21.1b									fishClones.txt	CTB-1D14	MSD24		22129	HumArray1BF_C9	CTB-1D14
RP11-243C6	HumArray1H5_E26	7	725	0	0.070295	1.049931	0.008834	3		7p15				811				SHGC-9784;Y00081	fishClones.txt	RP11-243C6	MSD32		24523	HumArray1H5_E26	RP11-243C6
RP11-160L16	HumArray1H5_E33	7	726	0	0.047451	1.033437	0.014496	3						792	99.55		36.7	AFM165XB10;D7S629	stsMap.txt	AFM165XB10	MSD32		24737	HumArray1H5_E33	RP11-160L16
CTB-148D3	HumArray1BF_D7	7	727	0	0.150822	1.110202	0.013341	3	9	7p15.3c									fishClones.txt	CTB-148D3	MSD24		26776	HumArray1BF_D7	CTB-148D3
RP11-66O14	HumArray1H5_E25	7	728	0	0.049583	1.034966	0.054147	3		7p15				1111				SHGC-3002;L10554.1	fishClones.txt	RP11-66O14	MSD32		28373	HumArray1H5_E25	RP11-66O14
GS1-213H12	HumArray1H4_D29	7	729	0	0.052676	1.037187	0.024302	2	1111	7p15.2c								G12877	fishClones.txt	GS1-213H12	MSD17		28611	HumArray1H4_D29	GS1-213H12
CTB-23D20	HumArray1H4_D35	7	730	0	0.089993	1.064365	0.020972	3	7p15.2c	7p15.2a									fishClones.txt	CTB-23D20	MSD17		30044	HumArray1H4_D35	CTB-23D20
RP11-17H7	HumArray1H5_E24	7	731	0	0.040264	1.028302	0.058443	3	1	7p15				1087	123.17		42.1	AFM224XG5;D7S516	fishClones.txt	RP11-17H7	MSD32		30308	HumArray1H5_E24	RP11-17H7
RP11-34N11	HumArray1H5_E32	7	732	0	0.048339	1.034073	0.018651	3	3.2	7p14-7p15.1				1069	135.96		47.9	AFMB320ZG1;D7S2496	fishClones.txt	RP11-34N11	MSD32		31674	HumArray1H5_E32	RP11-34N11
CTB-111H21	HumArray1BF_A6	7	733	0	-0.016936	0.988329	0.007508	3	.96	7p15.1b-p15.1c								D7S784	fishClones.txt	CTB-111H21	MSD23		32124	HumArray1BF_A6	CTB-111H21
GS1-124K10	HumArray1H4_D34	7	734	0	0.082035	1.058510	1000000.000000	1	5.1c	7p14.3b-p14.3c									fishClones.txt	GS1-124K10	MSD17		34276	HumArray1H4_D34	GS1-124K10
RP11-93J6	HumArray1H5_K19	7	735	0	0.029884	1.020930	0.013826	2		7p14					143.97		51.5	AFMA230YC5;D7S2252	fishClones.txt	RP11-93J6	MSD34		34606	HumArray1H5_K19	RP11-93J6
RP11-95N10	HumArray1H5_I2	7	736	0	0.011160	1.007766	0.007794	3	.97	7p14				1413				SHGC-33260;D45455	stsMap.txt	RH61531	MSD34		35434	HumArray1H5_I2	RP11-95N10
GS1-174H8	HumArray1H4_E3	7	737	0	0.033790	1.023698	0.036623	3	1413	7p14.3b									fishClones.txt	GS1-174H8	MSD17		35780	HumArray1H4_E3	GS1-174H8
RP11-128O3	HumArray1H5_I1	7	738	0	0.075716	1.053884	0.009018	3	p14	7p14				1429				SHGC-10411;U85997.1	fishClones.txt	RP11-128O3	MSD34		36177	HumArray1H5_I1	RP11-128O3
GS1-24B21	HumArray1BF_A1	7	739	0	0.075588	1.053791	0.025265	3		7p14.3a-p14.3b									fishClones.txt	GS1-24B21	MSD23		37397	HumArray1BF_A1	GS1-24B21
RP11-115G23	HumArray1H5_F13	7	740	0	-0.026091	0.982078	0.002218	3	p15.1	7p14				1501	162.62		55.6	AFM087YD11;D7S484	fishClones.txt	RP11-115G23	MSD32		37746	HumArray1H5_F13	RP11-115G23
RP11-178P2	HumArray1H5_H36	7	741	0	0.148236	1.108214	0.015525	3	.62					1497			54.9	AFM098XC1;D7S2250	stsMap.txt	AFM098XC1	MSD34		37911	HumArray1H5_H36	RP11-178P2
RP11-138E20	HumArray1H5_F18	7	742	0	0.010231	1.007117	1000000.000000	1	01	7p14				1523				SHGC-2917;G10936	fishClones.txt	RP11-138E20	MSD32		39122	HumArray1H5_F18	RP11-138E20
RP11-87M15	HumArray1H5_E34	7	743	0	-0.059479	0.959611	0.020726	3		7p14				1545				SHGC-33300;T65864	stsMap.txt	RH61724	MSD32		39295	HumArray1H5_E34	RP11-87M15
CTB-88A9	HumArray1H4_E16	7	744	0	0.083382	1.059499	1000000.000000	1		7q11.21e								D7S2843	fishClones.txt	CTB-88A9	MSD17		39597	HumArray1H4_E16	CTB-88A9
RP11-75O22	HumArray1H5_F15	7	745	0	-0.002831	0.998040	0.033811	3	4	7p14				1569				SHGC-6695;G18372	fishClones.txt	RP11-75O22	MSD32		39751	HumArray1H5_F15	RP11-75O22
GS1-100A6	HumArray1H4_E13	7	746	0	0.021535	1.015039	0.043863	3	569	7p14.1d-p14.1e									fishClones.txt	GS1-100A6	MSD17		40689	HumArray1H4_E13	GS1-100A6
RP11-115G1	HumArray1H5_F11	7	747	0	-0.068927	0.953347	0.021404	3		7p14				1675			60.5	AFMB352ZD5;D7S2507	fishClones.txt	RP11-115G1	MSD32		41618	HumArray1H5_F11	RP11-115G1
RP11-64I2	HumArray1H5_E36	7	748	0	-0.123374	0.918038	0.029511	3		7p12				1724				SHGC-33366;T72825	fishClones.txt	RP11-64I2	MSD32		42423	HumArray1H5_E36	RP11-64I2
GS1-85G10	HumArray1BF_A4	7	749	0	0.039054	1.027440	0.024999	3	724	7p14.1b-p14.1c									fishClones.txt	GS1-85G10	MSD23		43382	HumArray1BF_A4	GS1-85G10
RP11-3L22	HumArray1H5_F9	7	750	0	-0.005481	0.996208	0.015109	3		7p14				1795	194.49		62.8	AFM240YH4;D7S521	fishClones.txt	RP11-3L22	MSD32		44127	HumArray1H5_F9	RP11-3L22
CTC-520A9	HumArray1BF_B3	7	751	0	0.059061	1.041787	0.038700	3		7p14.1b									fishClones.txt	CTC-520A9	MSD23		44349	HumArray1BF_B3	CTC-520A9
RP11-15M23	HumArray1H5_F14	7	752	0	0.051558	1.036384	0.017973	3	4	7p13-7p14				1806			62.8	AFMA351WB9;D7S2469	fishClones.txt	RP11-15M23	MSD32		44399	HumArray1H5_F14	RP11-15M23
RP11-70D20	HumArray1H5_F10	7	753	0	-0.054930	0.962641	1000000.000000	1	p15.1	7p12.3-7p13				1818			62.8	AFMA289ZD9;D7S2454	fishClones.txt	RP11-70D20	MSD32		44700	HumArray1H5_F10	RP11-70D20
RP11-100C21	HumArray1H5_E35	7	754	0	0.070504	1.050083	0.014402	2	p12.3-7p13	7p14				1877				SHGC-6356;G20208	fishClones.txt	RP11-100C21	MSD32		45997	HumArray1H5_E35	RP11-100C21
RP11-141P12	HumArray1H5_F12	7	755	0	-0.029254	0.979927	0.009260	2	7p13	7p13				1886			66.5	AFMA142ZF1;D7S2428	fishClones.txt	RP11-141P12	MSD32		46404	HumArray1H5_F12	RP11-141P12
CTC-232O9	HumArray1BF_B10	7	756	0	0.076302	1.054312	0.043987	2	7S2428	7p14.1a									fishClones.txt	CTC-232O9	MSD24		46597	HumArray1BF_B10	CTC-232O9
RP11-112B7	HumArray1H5_E17	7	757	0	0.055636	1.039317	0.022646	3	13	7p13				1963			68.4	AFM329TG9;D7S2528	fishClones.txt	RP11-112B7	MSD32		48347	HumArray1H5_E17	RP11-112B7
GS1-8A1	HumArray1BF_C7	7	758	0	0.089185	1.063769	0.008527	3	S2528	7p13d-p13e									fishClones.txt	GS1-8A1	MSD24		48390	HumArray1BF_C7	GS1-8A1
RP11-52M17	HumArray1H5_E16	7	759	0	0.050692	1.035761	0.011681	2	7p13	7p13					204.14		68.4	AFMB295YG1;D7S2488	fishClones.txt	RP11-52M17	MSD32		48506	HumArray1H5_E16	RP11-52M17
RP11-217O10	HumArray1H5_E14	7	760	0	-0.010712	0.992602	0.010779	3	.4					2050				SHGC-577;M62065	stsMap.txt	RH1322	MSD32		49685	HumArray1H5_E14	RP11-217O10
RP11-126K7	HumArray1H5_E19	7	761	0	0.062544	1.044306	0.015116	3	13	7p12-7p13				2032			70.5	AFM238VB12;D7S519	fishClones.txt	RP11-126K7	MSD32		49995	HumArray1H5_E19	RP11-126K7
RP11-109N2	HumArray1H5_E18	7	762	0	0.017214	1.012003	0.018452	3		7p13				2032				SHGC-391;Z17061	fishClones.txt	RP11-109N2	MSD32		50063	HumArray1H5_E18	RP11-109N2
GS1-220D8	HumArray1BF_A5	7	763	0	-0.021261	0.985371	0.004093	2		7p13b-p13c									fishClones.txt	GS1-220D8	MSD23		50190	HumArray1BF_A5	GS1-220D8
RP11-146C1	HumArray1H5_E15	7	764	0	0.023598	1.016491	0.010911	2		7p13				2109				SHGC-3488;Z24273	stsMap.txt	D7S679	MSD32		51043	HumArray1H5_E15	RP11-146C1
RP11-123F4	HumArray1H5_L26	7	765	0	0.095744	1.068616	0.024921	3		7p12-7p13				2130				SHGC-4481;G08593	INTERPOL_G3		MSD36		52000	HumArray1H5_L26	RP11-123F4
GS1-202O8	HumArray1BF_C6	7	766	0	0.003990	1.002770	0.019994	3		7p12.2a									fishClones.txt	GS1-202O8	MSD23		54076	HumArray1BF_B6	GS1-202O8
GS1-202O8	HumArray1BF_B6	7	766	0	0.022720	1.015873	0.033743	2		7p12.2a									fishClones.txt	GS1-202O8	MSD23		54076	HumArray1BF_B6	GS1-202O8
RP11-15L23	HumArray1H5_E20	7	768	0	0.051403	1.036272	0.000973	2		7p12				2252	233.46		73.8	AFMA129YB9;D7S2422	fishClones.txt	RP11-15L23	MSD32		55523	HumArray1H5_E20	RP11-15L23
GS1-32L15	HumArray1BF_A9	7	769	0	0.043691	1.030748	0.023184	3	33.46	7p12.1c-p12.2a								G12979	fishClones.txt	GS1-32L15	MSD24		56846	HumArray1BF_A9	GS1-32L15
GS1-6E1	HumArray1BF_C4	7	770	0	0.143746	1.104770	0.032953	3		7p12.1b									fishClones.txt	GS1-6E1	MSD23		58307	HumArray1BF_C4	GS1-6E1
RP11-14K11	HumArray1H5_E13	7	771	0	0.058488	1.041374	0.005531	3	p15.1	7p11.2				2458	253.96		76.4	AFM102YA1;D7S2550	fishClones.txt	RP11-14K11	MSD32		59763	HumArray1H5_E13	RP11-14K11
GS-246M20	HumArray1S1_B6	7	772	0	0.072112	1.051254	0.006966	3	2550	7p12  								RH12420	stsMap.txt	RH12420	MSD24		59907	HumArray1S1_B6	GS-246M20
RP11-34J24	HumArray1H5_E12	7	773	0	0.015847	1.011045	0.012511	3	.2	7p11.2-7p12.1				2462				SHGC-32070;Z43514	fishClones.txt	RP11-34J24	MSD32		60241	HumArray1H5_E12	RP11-34J24
RP11-97P11	HumArray1H5_H30	7	774	0	0.036119	1.025352	0.085459	3	1.2-7p12.1	7p11.2				2495				SHGC-853;Z16826	fishClones.txt	SHGC-853	MSD34		60241	HumArray1H5_H30	RP11-97P11
RP11-251I15	HumArray1H5_H32	7	775	0	0.140085	1.101970	0.012313	3	-7p12.1					2495	259.71		76.9	AFM191XH6;D7S499	stsMap.txt	AFM191XH6	MSD34		60241	HumArray1H5_H32	RP11-251I15
RP11-45N18	HumArray1H5_H29	7	776	0	-0.061824	0.958052	0.044730	3	2	7q11.1-7q11.2				2741	313.12		77.7	AFMA153TF5;D7S2429	fishClones.txt	RP11-45N18	MSD34		65700	HumArray1H5_H29	RP11-45N18
RP11-90O18	HumArray1H5_H34	7	777	0	0.100295	1.071993	0.045554	3		7q11.21				2792				SHGC-33722;T92012	fishClones.txt	RP11-90O18	MSD34		66874	HumArray1H5_H34	RP11-90O18
CTC-247K5	HumArray1H4_E12	7	778	0	-0.011251	0.992232	0.022355	2	2792	7q11.21d								G12603	fishClones.txt	CTC-247K5	MSD17		68802	HumArray1H4_E12	CTC-247K5
RP11-137E8	HumArray1H5_I7	7	779	0	-0.012078	0.991663	0.033550	2		7q11.23				3506				SHGC-32736;T10636	fishClones.txt	RP11-137E8	MSD34		71605	HumArray1H5_I7	RP11-137E8
CTB-51J22	HumArray1H4_E9	7	780	0	0.050965	1.035957	0.030056	3	36	7q11.23c									fishClones.txt	CTB-51J22	MSD17		72225	HumArray1H4_E9	CTB-51J22
RP1-117G9	HumArray1S1_B18	7	781	0	-0.040241	0.972493	0.016588	2	6	7 q11.23								GDB:181244	stsMap.txt	ELN	MSD35		72263	HumArray1S1_B18	RP1-117G9
GS1-208J7	HumArray1H4_E22	7	782	0	-0.070334	0.952418	0.008503	3	6	7q11.22a									fishClones.txt	GS1-208J7	MSD17		72922	HumArray1H4_E22	GS1-208J7
RP11-41F23	HumArray1H5_H27	7	783	0	0.057529	1.040682	0.017439	2	.1-7q11.2	7q11.21-7q11.22				2927				SHGC-3906;G10947	fishClones.txt	RP11-41F23	MSD34		73851	HumArray1H5_H27	RP11-41F23
CTC-325E15	HumArray1H4_E25	7	784	0	-0.034997	0.976034	0.027075	3		7q11.22a-q11.22b									fishClones.txt	CTC-325E15	MSD17		74145	HumArray1H4_E25	CTC-325E15
RP11-114E12	HumArray1H5_H31	7	785	0	0.073431	1.052216	0.053653	2	.1-7q11.2	7q11.22				2960			79.6	AFMB286XD5;D7S2483	fishClones.txt	RP11-114E12	MSD34		74389	HumArray1H5_H31	RP11-114E12
RP11-170H15	HumArray1H5_H28	7	786	0	0.093612	1.067039	0.014761	3	q11.2	7q11.22				3003	409.95		81.2	AFM238ZC9;D7S645	fishClones.txt	RP11-170H15	MSD34		75349	HumArray1H5_H28	RP11-170H15
RP11-96O16	HumArray1H5_I12	7	787	0	0.114600	1.082675	0.019556	2	409.95	7q11.22								SHGC-8695	fishClones.txt	RP11-96O16	MSD34		75711	HumArray1H5_I12	RP11-96O16
GS1-35C5	HumArray1BF_C1	7	788	0	0.008814	1.006128	1000000.000000	1		7q11.22b									fishClones.txt	GS1-35C5	MSD23		76562	HumArray1BF_C1	GS1-35C5
RP11-193J17	HumArray1H5_I6	7	789	0	-0.031433	0.978448	0.006683	3	11.2	7q11.22				3399	420.61		84.4	AFMA106WB1;D7S2415	fishClones.txt	RP11-193J17	MSD34		78067	HumArray1H5_I6	RP11-193J17
GS1-240H2	HumArray1BF_D8	7	790	0	0.086243	1.061602	0.034518	3		7q11.22b-q11.22c								AFM289ve9;D7S672	fishClones.txt	GS1-240H2	MSD24		78196	HumArray1BF_D8	GS1-240H2
RP11-35P20	HumArray1H5_I8	7	791	0	0.049985	1.035254	0.034358	3	2c	7q11.22				3245				SHGC-8748;G11028	fishClones.txt	RP11-35P20	MSD34		78437	HumArray1H5_I8	RP11-35P20
RP11-35H4	HumArray1H5_I11	7	792	0	0.004635	1.003218	0.041322	3	1.22	7q11.2-7q21				3615			90.3	AFMA128YE1;D7S2421	fishClones.txt	RP11-35H4	MSD34		82773	HumArray1H5_I11	RP11-35H4
RP11-56C16	HumArray1H5_I10	7	793	0	-0.054585	0.962871	0.025374	3	2-7q21	7q11.23-7q21.1				3697				SHGC-31136;H84909	stsMap.txt	RH61922	MSD34		83220	HumArray1H5_I10	RP11-56C16
GS1-17A10	HumArray1H4_E7	7	794	1				0	3697	7q21.11a									fishClones.txt	GS1-17A10	MSD17		83305	HumArray1H4_E7	GS1-17A10
RP11-219N12	HumArray1H5_I9	7	795	0	0.058223	1.041183	0.034250	3	q21	7q21.1				3770				SHGC-9760;AF055013.1	fishClones.txt	RP11-219N12	MSD34		84983	HumArray1H5_I9	RP11-219N12
CTD-2067A9	HumArray1H5_G15	7	796	0	0.098837	1.070910	0.026332	3	0	7q21.1					447.14			WI-18975;GNAI1	stsMap.txt	RH61690	MSD32		84983	HumArray1H5_G15	CTD-2067A9
GS1-27F18	HumArray1H4_E11	7	797	0	0.087413	1.062464	1000000.000000	1	4	7q21.11b									fishClones.txt	GS1-27F18	MSD17		85024	HumArray1H4_E11	GS1-27F18
RP11-115O3	HumArray1H5_I13	7	798	0	0.020525	1.014328	0.014917	3	.22	7q21.1				3798	451.22		94.4	AFM277VD5;D7S660	fishClones.txt	RP11-115O3	MSD34		85699	HumArray1H5_I13	RP11-115O3
GS1-53N21	HumArray1BF_D2	7	799	0	0.067901	1.048191	0.025158	3	60	7q21.11c									fishClones.txt	GS1-53N21	MSD23		87188	HumArray1BF_D2	GS1-53N21
RP11-126A20	HumArray1H5_J17	7	800	0	-0.002690	0.998137	0.022957	3	1.2	7q21.1-7q21.2				3945			98.4	AFMA043TB1;D7S2540	fishClones.txt	RP11-126A20	MSD34		88197	HumArray1H5_J17	RP11-126A20
GS1-35M23	HumArray1H4_E21	7	801	0	-0.064538	0.956252	0.063252	2	S2540	7q21.11d									fishClones.txt	GS1-35M23	MSD17		89188	HumArray1H4_E21	GS1-35M23
RP11-22M18	HumArray1H5_I5	7	802	0	0.039115	1.027484	0.018912	3		7q21.1-7q21.2				4005	465.97		98	AFM248TA5;D7S524	fishClones.txt	RP11-22M18	MSD34		89902	HumArray1H5_I5	RP11-22M18
GS1-207P11	HumArray1H4_E24	7	803	0	-0.006860	0.995256	0.002026	2	7	7q21.11f-q21.11g									fishClones.txt	GS1-207P11	MSD17		91700	HumArray1H4_E24	GS1-207P11
